0.002,-0.015,0,0.033,-0.002,0.399,-0.207,-0.069,-0.663,0,-0.163,0.005,-0.032,-0.006,-0.233,-1
-0.024,-0.022,0.1,0.763,-0.007,-0.503,1.068,-0.154,-0.508,-0.001,0.096,-0.024,0.149,-0.01,0.348,1
-0.02,-0.043,0,-0.095,-0.01,-0.917,-0.113,0.162,7.833,0.001,-0.773,-0.016,-0.092,-0.011,0.235,-1
0.016,-0.004,0,-0.331,-0.004,7.348,-0.265,0.102,-0.804,0.002,-0.667,0.019,0.076,-0.005,-0.205,1
-0.011,0.004,0.3,0.12,-0.006,-0.986,-0.277,-0.067,0.269,0.001,2.538,-0.032,0.182,-0.011,0.304,1
0.005,-0.006,0.2,0.475,-0.003,102.64,0.342,0.097,0.697,0.001,-1.217,0.011,0.01,-0.006,-0.235,-1
0.008,0.013,0.2,-0.37,-0.001,0.624,0.245,-0.11,-0.92,0.001,0.45,0.007,-0.342,-0.003,-0.203,1
-0.026,-0.018,0.4,0.219,-0.006,-0.469,1.926,-0.36,21.333,-0.001,-6.931,-0.043,1.047,-0.012,0.52,1
0.017,-0.009,0.1,-0.096,-0.001,0.797,-0.713,0.162,-0.836,-0.001,-0.192,0.051,-0.149,0.002,-0.291,1
0.011,0.028,0.4,-0.284,0.001,0.317,0.223,-0.17,3.152,0,-0.986,0.007,-0.129,0.003,-0.358,-1
0.014,0.025,0.5,0.182,0.004,0.285,-0.019,0.201,-0.686,0,21.5,0.024,0.095,0.008,-0.611,-1
-0.03,-0.016,0.8,0.301,-0.003,-0.288,0.098,-0.184,0.442,0.001,-1.378,-0.036,-0.077,-0.002,1.449,1
-0.005,-0.034,0.5,0.149,-0.004,-0.466,-0.245,0.17,5.532,0.001,23.824,-0.004,-0.236,-0.002,0.452,-1
0.004,-0.001,0.5,-0.557,-0.002,0.386,9.445,-1.519,-0.373,0.002,0.602,-0.009,-0.253,-0.004,0.233,-1
-0.015,-0.012,0.6,0.452,-0.005,-0.404,-0.89,0.321,0.559,0.003,0.586,-0.018,0.235,-0.007,0.233,1
-0.014,-0.029,0.4,0.226,-0.007,-0.832,-0.136,0.21,-0.323,0.003,0.25,-0.009,0.147,-0.007,0.217,1
0.008,-0.006,0.2,0.688,-0.004,8.363,0.283,-0.223,0.149,0.002,-0.23,0.03,1.006,0.001,-0.357,1
0.018,0.026,0.2,-0.29,0.001,0.634,-0.135,0.248,-0.471,0.001,-0.158,0.041,0.082,0.01,-0.601,1
0,0.018,0.6,-0.517,0.001,-0.187,0.783,-0.354,-0.184,0.001,0.153,-0.013,-0.5,0.005,0.753,1
0.002,0.002,0.6,-0.162,0.001,0.193,-0.626,0.205,-0.489,0.001,0.068,0.007,-0.461,0.005,-0.231,-1
0.012,0.014,0.7,0.102,0.004,0.178,0.562,0,2.118,0,-0.198,0.003,0.47,0.005,-0.442,1
-0.001,0.011,0.9,0.178,0.003,-0.178,0.198,0,-0.943,-0.001,-0.014,0.001,-0.268,0.004,-0.581,-1
0.012,0.011,0.9,-0.368,0.005,0.137,0.165,0.372,42.333,-0.001,-0.615,0.003,-0.31,0.004,-0.955,-1
-0.009,0.003,1,-0.123,0.002,-0.106,0.514,0.41,-0.952,-0.001,-0.077,-0.012,-0.444,0,11.931,1
-0.022,-0.031,0.8,0.945,-0.004,-0.23,-0.326,0.196,5.88,-0.001,0,-0.03,2.167,-0.006,2.922,-1
0.02,-0.003,0.4,-0.055,0.002,0.282,0.664,-0.273,-0.773,-0.001,-0.13,0.012,-0.194,-0.002,-0.601,1
-0.003,0.017,0.8,-0.076,0.001,-0.203,-0.517,0.181,6.051,0,1.05,-0.006,-0.055,-0.003,1.422,1
0.01,0.007,0.7,-0.033,0.003,0.247,-0.47,0.081,-0.793,0,-0.106,0.013,0.166,0,-0.685,-1
0.01,0.02,0.9,-0.353,0.004,0.128,2.623,-0.272,-0.175,0,0.098,0.008,-0.34,0.002,-1.434,1
-0.009,0.001,1,0.385,0.001,-0.157,-0.336,0.249,-0.809,-0.001,-0.017,-0.012,0.235,-0.001,-4.077,-1
0.002,-0.006,0.8,-0.231,0.001,0.144,-0.181,-0.163,44.111,-0.001,-0.784,-0.007,-0.294,-0.002,0.935,-1
-0.014,-0.012,0.8,0.841,-0.002,-0.231,-0.017,0.191,-0.926,-0.002,-0.268,-0.01,1.366,-0.004,1.143,1
-0.002,-0.016,0.4,-0.183,-0.002,-0.246,1.074,0.333,15.533,-0.002,-6.049,-0.003,-0.206,-0.004,0.424,1
0.012,0.01,0.3,-0.157,0.001,0.274,-0.616,-0.096,-0.929,-0.001,-0.085,0.01,-0.154,-0.001,-0.252,1
0.003,0.014,0.7,-0.077,0.002,0.199,1.03,-0.216,1.343,-0.002,0.216,0.002,-0.357,0,-0.216,1
0.007,0.01,0.8,0.03,0.003,0.171,0.053,-0.289,-0.695,-0.001,-0.054,0.017,0.675,0.004,-0.462,-1
0,0.007,1,-0.209,0.002,-0.115,-0.411,0.24,-0.04,0,-0.055,0.004,-0.444,0.004,-0.478,1
-0.005,-0.005,1,-0.099,0.001,-0.118,-0.142,0.166,0.042,0,0.061,-0.009,0.353,0.001,1.237,1
0.029,0.024,0.8,1.401,0.007,0.32,0.901,0.27,3.28,-0.001,0.245,0.038,2.384,0.009,-1.871,-1
0.006,0.036,1,-0.265,0.007,0.178,0.253,-0.267,1.617,-0.001,0.515,0.006,-0.461,0.008,1.157,1
-0.007,-0.001,1,-0.096,0.004,-0.137,0.204,-0.438,0.925,-0.002,0.654,-0.012,-0.135,0.004,-0.464,-1
0.003,-0.004,0.8,-0.193,0.004,-0.128,1.075,1.617,-0.861,-0.002,-0.055,0.004,-0.164,0.004,-0.724,-1
-0.002,0.001,0.7,-0.014,0.002,-0.144,-0.48,-0.321,3.507,-0.001,0.262,-0.014,-0.084,0,-2.406,1
-0.002,-0.004,0.7,0.02,0.001,-0.172,-0.362,0.302,-0.178,-0.001,0.171,-0.002,-0.275,0,1.24,1
0.005,0.003,0.6,-0.047,0.002,0.198,1.24,0.519,-0.363,0,-0.093,0,0.474,0,-0.816,-1
0.006,0.011,0.7,-0.242,0.003,0.125,-0.791,0.071,6.271,-0.001,0.745,0.012,-0.323,0.002,-3.002,1
-0.003,0.003,0.9,0.298,0.002,-0.145,2.559,0.237,-0.652,-0.002,0.149,-0.004,-0.141,0.001,-1.289,-1
0.011,0.008,0.7,0.111,0.004,0.188,0.904,-0.365,-0.004,-0.001,-0.129,0.019,0.629,0.005,-7.271,-1
-0.001,0.01,1,-0.237,0.003,-0.121,-0.129,0.501,1.235,0,-0.331,0.011,-0.412,0.006,0.682,1
-0.002,-0.003,0.9,0.054,0.002,-0.145,-0.537,-0.155,-0.511,0.001,-0.242,-0.002,0.435,0.004,-0.582,1
0.002,0,0.8,-0.354,0.002,0.109,-0.293,0.129,-0.66,0,0.108,0.006,-0.282,0.005,0.999,-1
0.012,0.013,0.9,0.751,0.004,0.172,0.147,-0.131,0.747,0,0.171,0.011,0.303,0.006,0.651,1
-0.005,0.006,1,-0.47,0.002,-0.078,-0.458,0.082,0.676,0.001,-0.245,-0.014,-0.47,0.002,-0.209,-1
0.009,0.004,0.6,0.319,0.004,0.111,0.541,-0.117,0.909,0,0.618,0.008,0.533,0.003,0.405,-1
-0.002,0.008,1,0.081,0.002,-0.108,0.04,0.137,-0.463,-0.001,0.205,-0.006,0.015,0.001,-0.293,1
-0.005,-0.006,0.8,1.296,0.001,-0.279,0.79,0.216,0.819,0,-0.31,-0.005,0.928,0,-0.797,-1
0.006,0.001,0.5,-0.467,0.002,0.206,-0.511,-0.087,-0.844,-0.001,0.07,0.007,-0.468,0.001,2.092,-1
-0.008,-0.003,0.7,0.294,0,-0.221,5.446,-0.614,0.305,-0.001,0.085,-0.02,1.302,-0.003,-1.557,1
-0.008,-0.016,0,0.033,-0.002,-0.294,-0.729,0.432,15.06,0,-1.26,-0.019,-0.12,-0.007,2.459,-1
0.003,-0.005,0,0.301,-0.001,0.541,-0.158,0.254,-0.85,0,-0.726,-0.001,0.097,-0.006,0.78,-1
-0.004,-0.001,0.1,-0.315,-0.002,-0.24,0.02,0.207,-0.489,-0.002,-1.353,-0.013,-0.029,-0.007,0.425,1
-0.026,-0.03,0,1.003,-0.007,-0.634,0.275,0.218,1.261,-0.002,8.661,-0.033,0.242,-0.013,0.371,1
0.006,-0.02,0,-0.118,-0.004,1.525,-0.231,-0.138,0.894,0.001,-1.698,0.012,-0.27,-0.007,-0.197,-1
0.008,0.014,0.1,-0.313,-0.001,0.415,-0.06,-0.15,-0.591,-0.001,-0.995,0.005,-0.246,-0.005,-0.186,1
-0.002,0.006,0.3,0.814,-0.002,-0.532,1.445,0.432,-0.063,-0.001,-185.5,-0.008,1.117,-0.005,0.482,1
0.002,0.001,0.2,-0.273,-0.001,0.827,-0.573,-0.129,-0.474,-0.001,0.528,-0.001,-0.248,-0.004,0.245,1
0.012,0.014,0.3,-0.257,0.002,0.336,0.742,-0.258,2.441,-0.002,1.19,0.024,0.007,0.002,-0.198,-1
0.003,0.015,0.5,-0.395,0.002,0.152,-0.647,0.123,-0.607,-0.002,0.214,0.003,-0.518,0.002,-0.119,1
-0.007,-0.004,0.6,0.245,0,-0.165,0.593,0.174,8.292,-0.001,-1.636,-0.015,-0.252,-0.002,0.101,-1
0.01,0.003,0.5,0.662,0.002,0.327,0.338,-0.198,-0.704,-0.002,-0.76,0.014,1.977,0.002,-0.273,1
-0.023,-0.013,0.7,0.507,-0.003,-0.372,0.216,0.301,0.277,-0.001,4.044,-0.051,0.075,-0.01,0.404,-1
0.001,-0.022,0.3,-0.005,-0.002,0.589,-0.251,0.173,-0.298,-0.003,-0.563,-0.005,0.749,-0.009,0.503,1
-0.008,-0.006,0.4,-0.315,-0.004,-0.254,-0.4,-0.089,0.282,-0.001,1.65,-0.018,-0.364,-0.011,0.213,-1
0.013,0.006,0.2,-0.216,0,0.267,-0.121,-0.086,-0.663,-0.002,-0.21,0.017,-0.189,-0.005,-0.142,-1
-0.027,-0.014,0.6,0.725,-0.006,-0.363,0.59,0.149,3.783,-0.002,-1.272,-0.055,0.237,-0.016,0.205,-1
-0.005,-0.032,0,0.221,-0.006,-0.696,5.229,0.806,0.116,-0.002,5.226,0.01,0.165,-0.01,-0.198,-1
-0.014,-0.019,0,-0.258,-0.008,-1.696,-0.935,0.029,-0.13,-0.002,0,-0.008,0.132,-0.01,0.28,1
-0.01,-0.024,0,-0.125,-0.008,2.133,0.325,0.037,0.428,0.001,-1.043,0.004,-0.188,-0.007,-0.178,-1
0.03,0.02,0,-0.214,0,-0.535,0.403,-0.051,-0.169,0,-20.368,0.047,0.207,0.005,-0.26,-1
-0.003,0.028,0.5,0.206,0,1.39,-0.012,0,-0.205,0,-0.836,-0.004,-0.266,0.003,0.258,1
-0.014,-0.017,0.5,0.141,-0.003,0.664,0.428,0.075,-0.049,0,-4.859,-0.025,0.132,-0.003,0.232,-1
0.002,-0.013,0.3,0.174,-0.002,-0.468,0.054,-0.074,-0.322,0,-0.854,-0.008,-0.251,-0.004,0.141,1
-0.014,-0.012,0.3,-0.133,-0.005,0.763,0.448,0.115,6.52,-0.001,-43.904,-0.027,0.671,-0.009,0.207,-1
0.006,-0.008,0.2,0.549,-0.002,-0.671,-0.379,-0.064,-0.637,-0.002,0.371,-0.022,0.07,-0.012,0.183,1
-0.02,-0.014,0.4,-0.376,-0.006,1.271,-0.449,0.038,-0.548,-0.003,0.122,-0.015,-0.251,-0.013,0.116,-1
0.017,-0.004,0.1,-0.7,-0.001,-0.168,-0.696,-0.011,-0.742,-0.001,-0.028,0.024,-0.344,-0.005,-0.068,1
-0.022,-0.005,0.5,1.758,-0.006,0.556,10.407,0.128,3.372,-0.002,0.127,-0.033,0.445,-0.011,0.106,1
0.011,-0.011,0.2,0.372,-0.002,-0.49,-0.649,-0.04,0.271,0,-0.143,0.018,-0.038,-0.004,-0.092,1
0.032,0.044,0.7,-0.12,0.006,-0.847,0.218,-0.05,0.644,0.001,-0.274,0.06,0.67,0.01,-0.169,1
0,0.032,1,-0.229,0.004,-4.256,0.635,0.087,-0.672,0.002,-0.124,-0.009,-0.478,0.006,0.106,-1
0.01,0.01,1,0.118,0.006,1.461,-0.102,0,0.385,0.003,-0.196,0.025,0.354,0.01,-0.13,-1
-0.007,0.003,1,-0.343,0.003,-0.39,-0.267,0.053,0.144,0.002,0.279,-0.008,-0.499,0.006,0.075,1
-0.009,-0.015,0.9,-0.068,0,-0.596,0.135,-0.057,-0.141,0,0.187,-0.019,0.039,0,0.072,1
0.017,0.008,0.7,0.253,0.004,1.85,-0.166,-0.05,0.051,0.003,-0.166,0.015,0.42,0.004,-0.096,1
0.014,0.031,1,-0.097,0.006,0.586,0.013,-0.054,10.607,0.002,2.309,0.032,0.14,0.01,-0.121,1
0,0.014,1,-0.035,0.005,-0.356,0.795,-0.101,-0.779,0.002,-0.154,-0.013,-0.178,0.005,0.113,-1
0.008,0.008,1,-0.168,0.005,0.46,-0.376,-0.07,0.734,0,0.316,0.021,-0.026,0.008,-0.099,1
-0.027,-0.02,1,1.02,-0.002,-0.637,0.149,0.087,-0.557,0,0.106,-0.051,0.722,-0.005,0.189,-1
0.01,-0.018,0.6,0.288,0.001,2.26,0.374,-0.11,-0.609,0.001,-0.038,-0.008,0.045,-0.005,0.166,-1
-0.002,0.008,0.7,-0.263,0,-0.511,-0.534,-0.058,1.173,0.001,-0.085,0,-0.047,-0.004,0.136,-1
-0.013,-0.015,0.7,-0.33,-0.003,-0.699,3.258,-0.261,0.72,0.004,-0.16,-0.022,-0.484,-0.008,0.062,1
-0.014,-0.027,0.4,0.114,-0.005,-2.591,-0.455,0.193,-0.396,0.005,0,-0.011,-0.009,-0.009,0.058,1
0.006,-0.009,0,0.385,-0.003,-2.256,-0.502,0.08,-0.077,0.001,0.106,0.001,0.207,-0.007,-0.066,1
0,0.006,0.1,-0.19,-0.002,0,0.471,0.109,-0.559,0.002,-0.042,0.006,0.311,-0.004,-0.092,1
0.006,0.006,0.1,0.08,0,1.571,-0.483,0.051,0.532,0.002,-0.068,-0.007,-0.108,-0.005,0.091,1
0.014,0.021,0.3,-0.32,0.003,0.416,63.086,-3.111,1.168,0.002,-0.157,0.018,-0.363,0,-0.053,1
0.007,0.022,0.5,-0.688,0.004,0.092,-0.974,0.038,-0.872,0,0.024,0.018,-0.299,0.004,-0.039,-1
0.002,0.01,0.7,0.471,0.003,0.124,0.437,0.053,2.593,-0.001,0.084,-0.007,-0.463,0.002,0.022,-1
-0.013,-0.01,0.7,0.833,0,-0.202,-0.23,-0.039,0.912,-0.002,0.148,-0.02,0.533,-0.003,0.033,-1
-0.003,-0.015,0.4,-0.054,-0.001,-0.239,-0.017,-0.04,-0.134,-0.003,0.112,-0.002,-0.104,-0.003,0.028,-1
-0.007,-0.01,0.3,-0.071,-0.002,-0.292,0.419,-0.058,-0.422,-0.001,-0.058,0,0.532,-0.002,0.042,1
-0.009,-0.016,0.2,0.895,-0.004,-0.78,18.383,1.202,-0.132,-0.003,0.054,-0.02,0.318,-0.006,0.054,-1
0,-0.009,0,-0.389,-0.003,-2.163,-0.897,-0.056,-0.284,-0.002,-0.036,-0.006,-0.313,-0.006,0.035,-1
-0.025,-0.025,0,0.857,-0.008,3.453,-0.179,-0.049,14.637,-0.004,0.591,-0.028,0.688,-0.011,0.057,-1
-0.001,-0.025,0,0.011,-0.006,0.784,-0.194,-0.042,-0.714,-0.001,-0.106,0.003,0.2,-0.008,-0.065,1
-0.016,-0.017,0,0.389,-0.008,0.61,-0.227,-0.034,-0.725,-0.001,0.033,-0.036,0.326,-0.014,0.092,1
0.011,-0.006,0,-0.075,-0.004,-0.351,0.358,0.047,0.149,0.001,-0.036,0.019,0.105,-0.007,-0.093,-1
0.007,0.017,0.2,0.112,-0.002,-0.6,-0.604,0.018,0.335,-0.001,0.05,0.017,0.678,-0.001,-0.172,1
-0.008,-0.002,0.3,-0.204,-0.003,1.195,0.798,-0.032,-0.739,0,-0.012,0.003,-0.184,0,-0.169,-1
0.008,0,0.2,-0.362,-0.001,-0.347,0.232,-0.04,2.73,-0.001,0.047,0.014,-0.518,0.003,-0.098,-1
-0.022,-0.014,0.4,0.408,-0.005,0.749,0.194,-0.05,0.2,-0.001,0.054,-0.041,0.31,-0.007,0.143,-1
-0.009,-0.03,0.2,0.579,-0.006,0.676,-0.152,0.045,1.094,0.002,-0.107,0.017,0.243,-0.002,-0.155,-1
-0.026,-0.034,0.1,0.05,-0.011,0.424,-0.242,-0.032,-0.73,0.001,0.032,-0.051,0.182,-0.013,0.217,-1
-0.01,-0.036,0,-0.124,-0.01,0.261,-0.237,0.025,0.176,0.001,-0.037,-0.012,0.057,-0.012,0.189,1
-0.01,-0.02,0,0.251,-0.01,0.259,1.047,-0.051,0.654,0.002,-0.063,0.022,0.427,-0.005,-0.227,1
0.024,0.014,0,0.174,-0.003,-0.241,0.281,0.069,-0.064,0.001,0.063,0.071,-0.04,0.012,-0.281,-1
0.008,0.033,0.6,-0.492,0,-0.162,-0.483,0.033,-0.143,-0.001,0.051,0,-0.346,0.009,-0.256,1
-0.014,-0.006,0.8,0.037,-0.003,0.2,0.239,-0.04,0.19,0,-0.058,-0.026,-0.158,0.001,0.289,1
0.017,0.002,0.6,-0.192,0.001,-0.135,0.02,0.042,1.35,-0.002,0.144,0.036,-0.318,0.009,-0.153,-1
0.005,0.022,1,-0.225,0.002,-0.121,-0.375,0.025,-0.364,-0.001,0.08,0.015,0.098,0.01,-0.198,1
-0.007,-0.002,1,0.982,0,0.272,0.129,-0.028,-0.805,-0.002,0.014,-0.02,1.12,0.004,0.525,1
0.018,0.011,0.9,0.026,0.004,-0.219,-0.006,-0.029,8.44,0,-0.135,0.041,-0.151,0.012,-0.292,-1
0.016,0.035,1,-0.398,0.007,-0.169,0.047,0.031,-0.528,0.001,-0.073,0.019,-0.272,0.014,-0.3,-1
-0.013,0.003,1,-0.397,0.002,0.123,0.436,0.043,0.078,0,0.085,-0.029,-0.427,0.004,0.246,-1
-0.027,-0.039,0.9,1.301,-0.004,0.251,-0.211,-0.032,0.321,0.003,-0.104,-0.041,0.654,-0.006,0.327,1
-0.008,-0.035,0.6,-0.126,-0.005,0.176,0.039,0.035,-0.396,0.002,0,-0.012,-0.164,-0.007,0.206,-1
0.007,-0.001,0.6,0.186,-0.002,-0.177,-0.093,0.031,0.288,0.004,-0.09,0.009,0.232,-0.004,-0.21,1
-0.006,0,0.6,-0.255,-0.003,0.16,-0.349,-0.019,-0.191,0.002,0.08,-0.017,-0.192,-0.007,0.215,1
0.005,-0.001,0.6,-0.149,-0.001,-0.118,0.063,-0.021,-0.17,0.001,0.062,-0.022,0.05,-0.01,0.186,1
0.009,0.014,0.4,0.361,0.001,-0.181,0.209,0.026,-0.533,0,0.027,0.028,0.403,-0.002,-0.22,-1
0.01,0.02,0.6,-0.291,0.003,-0.157,0.093,0.028,0.632,0.001,-0.043,-0.004,-0.438,-0.002,0.158,1
-0.009,0.001,0.8,0.183,0,0.221,0.173,0.031,0.402,0,0.063,-0.027,0.204,-0.008,0.165,1
0,-0.009,0.5,-0.284,0,0.129,0.111,-0.034,-0.148,0,0,0.016,-0.022,-0.002,-0.138,1
0.003,0.003,0.5,-0.058,0.001,-0.108,2.743,0.131,-0.233,-0.001,0.039,-0.001,-0.062,-0.002,0.15,-1
0.003,0.006,0.6,0.516,0.001,-0.183,-0.673,-0.038,0.325,0,-0.05,0.012,0.239,0.001,-0.162,1
-0.008,-0.005,0.7,-0.086,-0.001,0.205,0.041,-0.041,-0.242,-0.002,0.04,-0.018,-0.36,-0.003,0.124,1
0.006,-0.002,0.5,0.022,0.001,-0.174,-0.145,0.037,1.056,-0.004,0.078,0.022,0.48,0.002,-0.163,1
0.013,0.019,0.9,-0.075,0.003,-0.195,0.031,0.036,-0.753,-0.002,-0.018,0,0.34,0.002,0,-1
0.008,0.02,1,0.117,0.004,-0.27,0.501,-0.053,2.18,-0.003,0.058,0.009,-0.309,0.003,-0.18,-1
-0.001,0.006,1,-0.207,0.003,0.294,-0.183,-0.045,0.001,-0.004,0.055,0.004,-0.048,0.004,-0.209,-1
-0.01,-0.011,1,0.014,0,0.23,-0.338,-0.032,0.113,-0.004,0.058,-0.031,-0.099,-0.004,0.238,-1
-0.022,-0.032,0.7,0.479,-0.005,0.277,0.11,-0.036,-0.007,-0.003,-0.054,-0.033,0.576,-0.011,0.303,-1
-0.002,-0.025,0,-0.25,-0.004,0.163,-0.281,0.027,-0.507,-0.003,0.028,-0.014,-0.21,-0.011,0.184,1
-0.004,-0.006,0,0.491,-0.004,0.209,0.959,0.051,-0.457,-0.002,-0.015,-0.005,0.473,-0.01,0.229,-1
0.006,0.002,0,-0.042,-0.002,-0.165,-0.309,0.034,0.419,-0.002,0.022,-0.008,0.121,-0.009,0.209,-1
-0.021,-0.015,0.2,-0.084,-0.006,0.181,0.181,0.039,0.028,-0.003,0.022,-0.035,-0.235,-0.015,0.132,-1
-0.01,-0.031,0,0.317,-0.007,0.202,-0.239,-0.028,1.38,-0.002,-0.051,0.002,0.425,-0.011,-0.166,1
-0.013,-0.023,0,-0.278,-0.008,0.121,-0.502,-0.015,-0.539,-0.002,0.025,-0.028,-0.15,-0.015,0.17,-1
0.036,0.022,0,0.449,0.002,-0.157,0.208,0.018,0.679,0,-0.04,0.066,0.344,0.003,-0.195,1
-0.009,0.026,0.6,-0.329,-0.001,0.125,-0.229,-0.013,-0.186,-0.004,0.034,-0.017,-0.248,-0.001,0.182,-1
0.002,-0.007,0.5,0.534,0,-0.17,2.127,0.043,-0.006,-0.004,0.033,-0.002,0.227,-0.002,0.189,-1
