date,last,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,a1,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,B16,B17,b18,b19,b20,b21,b22,B23,B24,C1,C2,c3c4,c5,c6,c7,c8,c9,d1,d2,d3,d4,d5,d6,d7,d8,d9,e1,e2,e3,e4,e5,e6,e7,e8,f1,f2,f3,f4,f5,f6,f7,f8,f9,g1,g2,g3,g4,g5,Gains,buys
9/8/2010,110.41,21.454990091,0.014771174,0.020773323,-0.166666667,0.000000000,-0.076923077,-17.866488447,-0.120120573,-0.302761724,-0.082457918,-0.023110941,-0.605344124,Green,0.003901517,0.042047690,0.032454131,-0.000047722,0.133074296,Sell,0.031975235,-0.155713144,-17.866488447,0.004174861,0.052282738,0.020773323,#DIV/0!,0.234154694,0.000411973,0.002647699,-2.039852469,0.002971810,-1.839250758,0.002100389,0.000000000,6.069532343,0.003603905,-1.349959272,0.000000000,-1.839250758,0.025883725,1.008410090,0.376269683,0.000411973,0.002726488,0.005188531,0.083973028,0.000411973,-0.177180600,-0.142857143,-0.245817634,-0.000268240,-4.237092497,1.488360316,-0.162761621,-18.165107851,0.141805709,0.200000000,0.101050498,-1.000000000,-0.726066574,-0.726316245,-0.612244773,0.189134418,#VALUE!,0.032879475,-0.008014553,Hold,0.000411973,#DIV/0!,-0.097012976,0.004155281,0.066840009,11.376728144,0.165331734,-0.832357487,-0.835970334,0.004870945,0.042217360,Hold,-0.570374497,Hold,0.007023030,-1
9/9/2010,110.92,0.090416723,-0.040261076,0.020444575,-0.200000000,0.428571429,0.166666667,0.339916846,0.128328055,-0.735448728,-0.090754956,-0.019515381,0.163299202,Fake,0.012769044,0.000459110,0.097017387,0.000078842,0.040355801,Sell,-0.012997798,-0.489645625,0.339916846,0.039452188,0.292756495,0.020444575,#DIV/0!,1.431479882,0.002019156,0.002915063,1.975892588,0.003223051,2.211669703,-0.002970363,0.006216794,-0.970010121,0.004165086,3.828316444,0.000000000,2.211669703,0.039377716,0.552426041,0.424430517,0.002019156,0.007432281,0.022405768,-0.131888635,0.002019156,-0.238980496,-0.166666667,-0.059726621,0.000094652,1.165095699,0.605602607,-0.190634181,0.344278124,0.082257030,0.166666667,0.060785885,#DIV/0!,-1.886216165,-1.886880991,-3.210492521,0.049007851,#VALUE!,0.099232437,0.001319987,Hold,0.002019156,#DIV/0!,0.049584338,0.006494098,0.208311950,3.990014400,0.600365592,-3.836443910,-3.751532583,0.006025177,0.026430781,Hold,0.188013738,Sell,0.004619092,0
9/10/2010,111.48,0.263613457,0.054514266,0.020136120,-0.250000000,0.000000000,-0.071428571,0.286136073,0.156988237,-2.121753821,-0.069943335,-0.040577864,-1.880514691,Fade,0.014059943,-0.001621569,0.095081425,-0.000031286,-0.128023536,Sell,0.012357061,2.457555298,0.286136073,0.015114816,0.205741795,0.020136120,0.003704810,0.267090178,0.002618290,0.003204927,0.674983392,0.003501889,0.701077611,0.003311515,0.000000000,15.351492889,0.004568736,0.776944280,0.000000000,0.701077611,-0.197027431,0.389882214,0.414136330,0.002618290,0.000809721,0.008320049,0.092808950,0.002618290,-0.473730851,-0.200000000,-0.074409410,-0.000058402,0.413449472,0.436562520,-0.204776970,0.291058689,0.083458284,0.142857143,0.062921903,1.000000000,2.457170121,2.461729395,0.928573469,0.051970823,#VALUE!,0.097948665,-0.000101520,Hold,0.002618290,#DIV/0!,-0.417322574,0.002220773,0.205491271,0.303572208,0.585676793,0.949166571,0.895995480,0.002927030,0.028187610,Hold,-0.736846745,Sell,0.005048729,0
9/13/2010,112.72,0.421156106,0.048864654,0.019958214,-0.333333333,0.200000000,0.076923077,0.649083028,-0.082353498,-0.550165611,0.005402604,-0.007552174,3.272486981,Squat,0.018722183,0.019612950,0.115155729,0.000057774,0.114280621,Sell,0.029978737,-0.057003842,0.649083028,0.023223706,0.291042509,0.019958214,0.004909978,0.049674905,0.003702307,0.004282600,0.524008980,0.004667669,0.535234804,-0.000795937,0.011371750,-0.253984265,0.005718551,0.458531104,0.000000000,0.535234804,-0.206527306,0.379230207,0.403913912,0.003702307,0.011686399,0.014993072,0.016104140,0.003702307,-0.927603524,-0.250000000,-0.311765123,0.000406813,0.407413334,0.093746222,-0.359619709,0.673929504,0.170563593,0.125000000,0.131077930,0.500000000,0.535558655,0.538688062,1.308643118,0.158937458,#VALUE!,0.119284378,0.014884512,Hold,0.003702307,#DIV/0!,0.986483747,0.011498347,0.252797518,0.423145822,0.570682595,1.195459660,1.206373904,0.011404422,0.057245233,Hold,-0.018650987,Sell,0.011123053,0
9/14/2010,112.65,-0.093039553,-0.007215916,0.019555527,-0.500000000,0.083333333,0.000000000,-0.066759648,-0.235042957,2.413995102,0.081892224,-0.018449764,0.410042900,Green,0.008265257,-0.030679968,0.024924811,-0.000102229,-0.117224829,Sell,0.006624185,0.225483331,-0.066759648,0.006076112,0.085122911,0.019555527,0.004255513,0.342008129,0.004689859,0.003610664,0.249853880,0.003853484,0.254684125,-0.001067151,0.003010217,1.133839554,0.005114916,0.240641487,0.000000000,0.254684125,0.255346340,0.224179195,0.352203225,0.004689859,0.001288471,0.014436488,0.005187087,0.004689859,-13.674508690,0.333333333,0.019942724,0.000049437,-0.507103621,-0.018729971,0.660105158,-0.070371422,-0.008225497,-0.111111111,-0.038318023,-0.333333333,0.489800311,0.492816546,0.304813812,-0.014743714,#VALUE!,0.029731564,0.027698836,Hold,0.004689859,#DIV/0!,-0.176868069,0.000651303,0.060347094,0.290585992,0.006736209,-0.075369072,-0.061067056,0.000332973,-0.005297099,Hold,1.677529068,Sell,-0.000620999,0
9/15/2010,113.08,0.186170027,0.079620275,0.019253657,-1.000000000,0.000000000,-0.071428571,0.169895529,0.068901750,0.991767082,-0.073966098,-0.016561935,0.093501206,Fake,0.007184220,-0.007058996,0.017086283,0.000188644,-0.084702705,Hold,0.045818165,0.113497857,0.169895529,0.002038966,-0.006583850,0.019253657,0.004320740,0.045712866,0.004681077,0.003638837,0.185219641,0.003847912,0.188393842,0.000173475,0.000000000,0.127781239,0.004993896,0.155515076,0.000191744,0.188393842,0.265009580,0.181228224,0.307670018,0.004681077,-0.000798691,-0.000067784,0.085976327,0.004681077,0.913141683,-0.250000000,-0.198323688,-0.000182055,0.587615534,0.108478232,-0.319523203,0.177788949,0.050947849,0.125000000,0.041788140,0.500000000,0.384365997,0.386589672,-0.094263756,0.063252420,#VALUE!,0.021847342,0.026460938,Hold,0.004681077,#DIV/0!,0.016526460,0.000739598,0.044171991,-0.001072447,0.249287678,0.580650469,0.579226778,0.001508862,0.019376211,Hold,-0.671145371,Sell,0.003817133,0
9/16/2010,113.05,-0.249839686,0.090741171,0.018884945,#DIV/0!,-0.153846154,-0.076923077,-0.211464613,-0.242160546,0.028503645,-0.046058543,-0.036502385,0.714251677,Squat,-0.002521656,-0.019487234,-0.051277064,-0.000076636,-0.059779739,Hold,0.084175982,0.313093745,-0.211464613,0.008088850,-0.034990129,0.018884945,0.003777154,-0.054419662,0.005103006,0.003106019,0.108687160,0.003217530,0.111041843,0.001257157,0.000000000,-0.562691290,0.004319485,0.089239590,0.000000000,0.111041843,-0.472138938,0.124425641,0.264556082,0.005103006,0.001243390,0.006480036,0.033940020,0.005103006,0.574043297,0.333333333,0.010452606,0.000057941,-0.597771978,-0.025566233,0.556877022,-0.223492604,-0.003382073,-0.111111111,-0.152052038,-0.333333333,0.135273088,0.136973740,0.692310059,-0.038898123,#VALUE!,-0.046435725,0.031147521,Hold,0.005103006,#DIV/0!,-0.373977639,0.000739055,-0.090715173,0.102627793,0.081882515,0.226578820,0.231724590,0.000487429,-0.002537235,Hold,0.142853061,Sell,-0.000265290,1
9/17/2010,112.49,-0.046113842,-0.035931900,0.018443100,-1.000000000,0.000000000,-0.083333333,0.159935005,-0.341378503,0.273152916,0.000000000,-0.025763977,-0.344337570,Fake,-0.001555019,-0.042122839,-0.036706426,0.000328713,-0.153058239,Hold,0.025033755,-0.151998680,0.159935005,-0.003398632,-0.076106032,0.018443100,0.002610790,0.011741857,0.003655249,0.002009774,0.025772271,0.001969585,0.027831771,-0.002014756,0.000000000,-0.718087859,0.002961093,0.009733920,0.001725626,0.027831771,0.286275463,0.060533928,0.221872881,0.003655249,-0.000620921,-0.020131628,-0.117989974,0.003655249,0.280126890,0.000000000,-0.341378503,0.000168104,-1.325045798,-0.018376259,0.350308027,0.177007484,-0.063348953,0.000000000,0.000000000,0.000000000,0.026928237,0.029100379,-0.406419536,0.089999769,#VALUE!,-0.033185349,0.044887080,Hold,0.003655249,#DIV/0!,0.259734677,-0.002067836,-0.065269430,-0.291033329,-0.012661352,-0.201307923,-0.215016441,-0.002790285,-0.048531633,Hold,2.401556230,Sell,-0.004953604,-1
9/20/2010,114.21,0.094001301,0.083999180,0.018386004,#DIV/0!,0.181818182,0.272727273,0.144204114,0.000000000,-0.453972497,0.057083528,0.023765355,0.831097873,Green,-0.009370044,0.074175098,-0.109828562,-0.000387110,0.389690052,Sell,0.061385746,0.526775545,0.239554457,0.001507821,-0.153135057,0.018386004,0.004501426,0.065155725,0.005757239,0.003803591,0.126973066,0.003989942,0.128072818,-0.001366600,0.010327460,13.300552428,0.004526201,0.036954049,0.000000000,0.128072818,0.825513417,0.128014453,0.204829668,0.005757239,0.007322567,0.030233786,0.099896582,0.005757239,0.121711620,0.000000000,0.000000000,-0.000224930,-4.250620799,-0.100405684,-0.284224662,0.239554457,0.207729614,0.125000000,0.189218969,0.250000000,-0.003837727,-0.000790983,1.171181787,0.028412626,#VALUE!,-0.104703632,0.045369454,Hold,0.005757239,#DIV/0!,1.030924679,0.009975712,-0.198444414,0.604085309,-0.200276476,-0.000976907,0.000229451,0.011303316,0.086481285,Hold,-0.724173486,Sell,0.015290257,0
9/21/2010,113.98,-0.560556219,-0.038292791,0.018017705,-1.000000000,0.076923077,0.000000000,-0.379774901,-0.103666748,-0.091328066,-0.202821444,-0.008652802,-0.154643619,Squat,-0.024973248,-0.006176770,-0.245461105,0.000191293,0.066156534,Sell,0.008939321,-0.168548205,-0.379774901,-0.026636776,-0.400997596,0.018017705,0.003670544,0.166647256,0.005576355,0.003008835,0.062793884,0.003069101,0.064023601,0.000584397,0.003319911,-0.661015532,0.003476592,-0.001348779,0.020767595,0.064023601,-0.451948116,0.082048205,0.183955940,0.005576355,0.006035783,-0.002013799,-0.066424837,0.005576355,0.064703537,0.250000000,0.120416565,-0.000082064,-1.691656295,-0.299618693,0.496719096,-0.397788083,-0.022999600,-0.111111111,-0.291396839,-0.400000000,0.032784384,0.036018361,-0.147303180,-0.080261702,#VALUE!,-0.241253529,0.037759972,Hold,0.005576355,#DIV/0!,-0.324876485,0.003341264,-0.424303793,-0.025842244,-0.237359501,-0.289614792,-0.271049326,0.001998265,-0.019529987,Hold,3.192733230,Sell,-0.002013799,0
9/22/2010,113.42,-0.489758572,-0.050566571,0.017611856,#DIV/0!,-0.071428571,-0.071428571,-0.284421352,0.051403918,0.449245203,-0.007833138,-0.007628278,-0.426341797,Fake,-0.008579076,-0.051152126,-0.121627399,0.000424592,-0.254688077,Hold,-0.035893476,0.061234760,-0.284421352,-0.010555643,-0.309979871,0.017611856,0.002513424,-0.370150879,0.003172470,0.001931970,0.002632469,0.001850998,0.004042899,0.000211896,0.000000000,0.189747264,0.002067384,-0.043332326,0.017157265,0.004042899,0.413368692,0.037368417,0.161180054,0.003172470,-0.003547178,-0.033813467,-0.065210531,0.003172470,0.004765929,0.200000000,0.261684702,0.000097206,1.558898753,-0.019294552,0.236576446,-0.291023488,-0.057318810,-0.125000000,-0.131853995,-0.666666667,-0.039170907,-0.035721308,-0.513383363,-0.090071868,#VALUE!,-0.118840788,0.030210781,Hold,0.003172470,#DIV/0!,0.007526350,-0.004001995,-0.223558443,-0.444527901,-0.284073456,-0.420131482,-0.432711681,-0.004229598,-0.048715661,Hold,1.127022612,Sell,-0.004913186,1
9/23/2010,112.50,-0.886861961,-0.061515335,0.017166662,#DIV/0!,-0.076923077,-0.076923077,-0.592404501,0.149205282,-0.600182685,-0.082455752,0.000058563,-0.471837119,Green,-0.008342437,-0.092804956,-0.119792873,-0.000120947,-0.600790389,Hold,-0.078228972,-0.050768549,-0.592404501,-0.021358776,-0.293034437,0.017166662,0.001031091,-0.415854215,0.001931892,0.000576066,-0.062201444,0.000340989,-0.060470597,0.000660338,0.000000000,0.860101145,0.000556527,-0.091610786,0.009770532,-0.060470597,0.051315272,-0.009775399,0.137450221,0.001931892,-0.007427274,-0.017262879,-0.006529400,0.001931892,0.048465149,0.166666667,0.340739495,-0.000340947,0.591000626,-0.103740565,0.202347177,-0.597623950,-0.099891216,-0.142857143,-0.213533502,-2.000000000,-0.070119080,-0.067353284,-0.370000850,-0.169100391,#VALUE!,-0.118092407,0.008049812,Hold,0.001931892,#DIV/0!,0.111935487,-0.007654857,-0.222238998,-0.394749203,-0.542965363,-0.796469595,-0.799999380,-0.007768824,-0.079349309,Hold,0.978089208,Hold,-0.008111427,-1
9/24/2010,114.82,16.193668991,0.103816521,0.017224981,#DIV/0!,0.083333333,0.166666667,2.217389927,-0.236187623,-0.086417225,0.237366622,0.043711998,0.624342396,Squat,0.007848941,0.198216030,0.070075308,-0.000214743,2.701589634,Sell,-0.013171268,0.037220821,2.217389927,-0.003928623,0.048603182,0.017224981,0.003822979,0.037964519,0.002500892,0.003258889,0.078785810,0.003389050,0.078752969,0.001383538,0.000522518,-0.036696753,0.003041896,-0.013175157,0.000000000,0.078752969,-0.190351079,0.077154890,0.130164094,0.002500892,0.011954864,0.007552680,0.143472409,0.002500892,0.063641145,-0.142857143,-0.345303677,0.000078659,-0.535012508,-0.142643342,-0.174379267,2.254071224,0.279855214,0.166666667,0.443594392,-2.000000000,-0.065859503,-0.061809738,0.571433787,0.287884188,#VALUE!,0.072751451,0.024424782,Hold,0.002500892,#DIV/0!,0.610741759,0.014836725,0.150795675,0.280421383,-0.522349715,-3.964962511,-3.953904095,0.016280373,0.131548054,Hold,-0.966194519,Hold,0.020622222,0
9/27/2010,114.27,-0.750471810,-0.048681313,0.016852192,-1.000000000,0.076923077,0.000000000,-0.254827750,0.056058783,0.268202153,0.047681394,-0.033277122,0.036677012,Fake,-0.007807915,-0.054862562,-0.132239017,0.000004889,-0.032309113,Sell,-0.055797531,0.072170048,-0.254827750,-0.022489306,-0.136667661,0.016852192,0.002660916,0.225939240,0.002938991,0.002163027,0.014584895,0.002138691,0.015248674,-0.000505610,0.000783255,-0.887521228,0.002054033,-0.062159434,0.002373300,0.015248674,0.081229594,0.036303219,0.119353880,0.002938991,0.002625237,0.006556204,-0.137499582,0.002938991,0.011481811,0.166666667,0.232068581,0.000175656,0.495620407,0.406509369,0.129706361,-0.260024619,-0.051838167,-0.142857143,-0.101987377,-2.000000000,-0.100577487,-0.097577619,0.070707285,-0.081619901,#VALUE!,-0.129688675,0.035324535,Hold,0.002938991,#DIV/0!,-0.654169455,0.000145601,-0.242558198,0.191547882,0.759421988,0.383488814,0.333024837,-0.001091268,-0.043302562,Hold,8.295145590,Sell,-0.004790132,0
9/28/2010,114.67,-0.729319707,0.068119084,0.016630916,#DIV/0!,0.000000000,0.000000000,-0.028495648,0.000000000,-1.478687584,-0.016223161,0.017011131,-0.281532161,Green,-0.004511083,0.025967578,-0.101128583,0.000127768,-0.249152313,Hold,-0.009839489,-0.137306755,-0.028495648,-0.037247723,-0.278017169,0.016630916,0.002828088,-0.233340152,0.002696199,0.002343857,0.022258418,0.002345431,0.022694678,-0.004620424,0.000434847,3.788433625,0.002131280,-0.061947350,0.007376423,0.022694678,0.379265948,0.038945006,0.110780085,0.002696199,-0.004058481,-0.003497973,0.019776007,0.002696199,-0.002985073,0.000000000,0.000000000,0.000139447,-0.728084032,-0.121471213,-0.186545987,-0.032962483,0.039761539,0.000000000,-0.016223161,0.000000000,-0.137090721,-0.133467329,-0.141511250,-0.004939694,#VALUE!,-0.098705047,0.036882784,Hold,0.002696199,#DIV/0!,1.240981260,-0.001543300,-0.187667408,-0.086331229,-2.839856855,-0.251326621,-0.243059752,-0.000284033,0.019982413,Hold,-0.397745807,Sell,0.003500490,0
