Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
2/13/2001,-0.008,0.003,-0.002,0.3,0.135,0
2/14/2001,-0.002,-0.01,0,0.1,0.275,1
2/15/2001,0.01,0.008,0,0.1,-0.294,-1
2/16/2001,-0.022,-0.013,-0.005,0.3,0.085,0
2/20/2001,-0.015,-0.037,-0.009,0,-0.105,0
2/21/2001,-0.022,-0.037,-0.02,0,0.894,0
2/22/2001,0.002,-0.02,-0.012,0,0.951,0
2/23/2001,-0.007,-0.005,-0.009,0,-0.052,1
2/26/2001,0.021,0.014,0.005,0,-0.43,-1
2/27/2001,-0.009,0.012,0.002,0.4,-0.008,0
2/28/2001,-0.02,-0.029,-0.003,0.4,0.299,1
3/1/2001,0.005,-0.015,-0.008,0.1,-0.01,0
3/2/2001,-0.008,-0.003,-0.008,0.3,-0.144,0
3/5/2001,0.009,0.001,0.002,0.2,-0.579,0
3/6/2001,0.011,0.02,0.004,0.4,0.307,0
3/7/2001,0.007,0.018,0.009,0.6,-0.079,0
3/8/2001,0.001,0.008,0.006,0.8,-0.05,-1
3/9/2001,-0.03,-0.029,-0.007,1,0.655,0
3/12/2001,-0.043,-0.071,-0.024,0.4,0.394,1
3/13/2001,0.016,-0.027,-0.019,0,-0.078,-1
3/14/2001,-0.02,-0.004,-0.016,0.4,0.543,0
3/15/2001,0,-0.019,-0.001,0.2,-0.478,0
3/16/2001,-0.02,-0.02,-0.013,0.2,4.643,1
3/19/2001,0.02,0,0,0,-0.828,-1
3/20/2001,-0.027,-0.007,-0.009,0.4,0.498,0
3/21/2001,-0.017,-0.043,-0.008,0.2,0.26,0
3/22/2001,-0.01,-0.027,-0.018,0,0.506,1
3/23/2001,0.03,0.02,0.001,0,-0.551,0
3/26/2001,0.013,0.043,0.011,0.5,-0.227,0
3/27/2001,0.02,0.033,0.021,0.7,0.295,-1
3/28/2001,-0.028,-0.008,0.002,1,-0.15,1
3/29/2001,0.004,-0.024,-0.001,0.7,0.101,0
3/30/2001,0.01,0.014,-0.005,0.8,-0.239,-1
4/2/2001,-0.021,-0.011,-0.002,0.9,0.15,0
4/3/2001,-0.033,-0.054,-0.015,0.7,0.215,1
4/4/2001,0.004,-0.029,-0.017,0.4,0.16,0
4/5/2001,0.038,0.042,0.003,0.5,0.446,-1
4/6/2001,-0.015,0.022,0.009,1,-0.306,0
4/9/2001,0.011,-0.004,0.011,0.8,-0.395,0
4/10/2001,0.018,0.03,0.005,1,0.978,0
4/11/2001,0.001,0.019,0.01,1,-0.288,0
4/12/2001,0.018,0.019,0.012,1,-0.274,0
4/16/2001,-0.011,0.007,0.003,1,-0.204,1
4/17/2001,0.014,0.003,0.007,0.9,0.486,0
4/18/2001,0.04,0.054,0.014,1,1.973,0
4/19/2001,0.013,0.054,0.022,1,-0.575,-1
4/20/2001,-0.009,0.004,0.015,1,-0.448,0
4/23/2001,-0.018,-0.027,-0.005,0.9,0.108,0
4/24/2001,-0.005,-0.023,-0.011,0.7,0.188,1
4/25/2001,0.013,0.008,-0.003,0.7,-0.179,0
4/26/2001,0.004,0.018,0.004,0.7,0.284,0
4/27/2001,0.017,0.021,0.011,0.8,-0.25,0
4/30/2001,0.007,0.024,0.009,0.9,0.356,0
5/1/2001,0.003,0.01,0.009,1,-0.018,-1
5/2/2001,-0.002,0.001,0.003,1,-0.095,0
5/3/2001,-0.013,-0.014,-0.004,1,0.037,1
5/4/2001,0.017,0.004,0.001,0.6,0.224,-1
5/7/2001,-0.009,0.008,-0.002,0.9,-0.408,0
5/8/2001,0,-0.009,0.003,0.5,-0.032,0
5/9/2001,-0.004,-0.005,-0.004,0.5,0.367,0
5/10/2001,0.003,-0.001,0,0.3,-0.277,0
5/11/2001,-0.007,-0.004,-0.003,0.4,0.125,1
5/14/2001,0.002,-0.005,-0.001,0.1,0.023,0
5/15/2001,0.005,0.007,0,0.1,0.236,0
5/16/2001,0.024,0.028,0.01,0.3,0.524,-1
5/17/2001,0.002,0.025,0.01,1,-0.207,0
5/18/2001,0.005,0.006,0.01,1,-0.435,0
5/21/2001,0.015,0.019,0.007,1,0.725,0
5/22/2001,-0.001,0.013,0.006,1,-0.277,0
5/23/2001,-0.017,-0.018,-0.001,1,0.478,0
5/24/2001,0.003,-0.014,-0.005,0.3,-0.359,0
5/25/2001,-0.012,-0.009,-0.009,0.4,-0.06,0
5/29/2001,-0.008,-0.02,-0.006,0,0.213,0
5/30/2001,-0.014,-0.022,-0.011,0,0.115,1
5/31/2001,0.005,-0.009,-0.006,0,-0.017,0
6/1/2001,0.006,0.011,-0.001,0.1,-0.104,0
6/4/2001,0.005,0.011,0.005,0.2,-0.364,0
6/5/2001,0.011,0.016,0.007,0.3,0.621,-1
6/6/2001,-0.008,0.003,0.003,0.5,0.324,0
6/7/2001,0.004,-0.005,0.002,0.3,-0.39,0
6/8/2001,-0.009,-0.006,-0.004,0.4,0.111,0
6/11/2001,-0.007,-0.016,-0.004,0.2,-0.142,0
6/12/2001,-0.002,-0.009,-0.006,0.1,0.335,0
6/13/2001,-0.009,-0.01,-0.006,0,-0.185,0
6/14/2001,-0.022,-0.031,-0.011,0,0.652,0
6/15/2001,0.002,-0.021,-0.01,0,0.335,0
6/18/2001,-0.005,-0.003,-0.008,0,-0.324,1
6/19/2001,0.004,0,0,0,-0.32,0
6/20/2001,0.005,0.01,0.001,0.1,0.136,0
6/21/2001,0.011,0.017,0.007,0.2,0.395,-1
6/22/2001,-0.008,0.003,0.003,0.5,-0.004,0
6/25/2001,-0.009,-0.017,-0.002,0.4,-0.312,0
6/26/2001,-0.001,-0.011,-0.006,0.2,-0.048,1
6/27/2001,-0.001,-0.002,-0.004,0.2,0.262,0
6/28/2001,0.006,0.005,0.001,0.3,0.016,0
6/29/2001,0.004,0.009,0.003,0.6,-0.043,0
7/2/2001,0.012,0.016,0.007,0.8,-0.133,0
7/3/2001,0,0.012,0.005,1,-0.612,-1
7/5/2001,-0.02,-0.02,-0.003,1,0.671,0
7/6/2001,-0.022,-0.041,-0.014,0.4,1.114,0
7/9/2001,0.005,-0.016,-0.012,0,-0.285,0
7/10/2001,-0.012,-0.007,-0.01,0.2,0.035,0
7/11/2001,0.001,-0.011,-0.002,0,0.776,1
7/12/2001,0.024,0.025,0.004,0,-0.217,0
7/13/2001,0.009,0.033,0.011,0.7,-0.131,-1
7/16/2001,-0.013,-0.004,0.007,0.9,-0.337,1
7/17/2001,0.009,-0.003,0.002,0.7,0.08,-1
7/18/2001,-0.007,0.002,-0.004,0.9,0.032,1
7/19/2001,0.009,0.002,0.004,0.7,0.308,-1
7/20/2001,-0.006,0.003,-0.001,0.9,-0.335,0
7/23/2001,-0.02,-0.026,-0.006,0.8,0.203,0
7/24/2001,-0.01,-0.029,-0.012,0.4,0.521,1
7/25/2001,0.011,0.001,-0.006,0.3,-0.015,0
7/26/2001,0.01,0.022,0.004,0.6,0.067,0
7/27/2001,0.004,0.014,0.008,0.8,-0.343,0
7/30/2001,0,0.004,0.005,0.9,0.008,0
7/31/2001,0.004,0.004,0.003,0.9,0.394,0
8/1/2001,0.006,0.01,0.003,1,0.002,0
8/2/2001,0.004,0.01,0.005,1,-0.073,-1
8/3/2001,-0.005,-0.001,0.002,1,-0.023,0
8/6/2001,-0.013,-0.019,-0.005,0.8,-0.21,0
8/7/2001,0.004,-0.01,-0.005,0.5,0.037,0
8/8/2001,-0.019,-0.015,-0.009,0.6,0.713,0
8/9/2001,0.003,-0.016,-0.004,0.2,-0.07,0
8/10/2001,0.003,0.006,-0.004,0.3,-0.209,0
8/13/2001,0,0.004,0.002,0.4,-0.335,0
8/14/2001,0,0,0.001,0.2,0.773,0
8/15/2001,-0.009,-0.009,-0.003,0.2,-0.353,0
8/16/2001,0.003,-0.005,-0.002,0,0.26,0
8/17/2001,-0.016,-0.013,-0.007,0.2,0.081,1
8/20/2001,0.009,-0.007,-0.001,0,-0.102,0
8/21/2001,-0.017,-0.008,-0.008,0.3,0.39,0
8/22/2001,0.01,-0.007,0.001,0,-0.188,0
8/23/2001,-0.004,0.007,-0.004,0.3,-0.256,0
8/24/2001,0.021,0.017,0.009,0.3,0.337,-1
8/27/2001,-0.006,0.015,0.004,1,-0.365,0
8/28/2001,-0.015,-0.021,0,0.8,0.622,0
8/29/2001,-0.009,-0.023,-0.01,0.5,0.343,0
8/30/2001,-0.019,-0.028,-0.014,0.3,0.093,0
8/31/2001,0.007,-0.012,-0.007,0,-0.096,0
9/4/2001,-0.006,0.001,-0.006,0.2,0.531,0
9/5/2001,0.002,-0.004,0.001,0.1,-0.122,0
9/6/2001,-0.026,-0.023,-0.01,0.2,0.008,0
9/7/2001,-0.019,-0.044,-0.014,0,0.53,1
9/10/2001,0.012,-0.007,-0.011,0,-0.294,-1
9/17/2001,-0.052,-0.041,-0.02,0.2,0.384,0
9/18/2001,-0.002,-0.055,-0.014,0,-0.32,0
9/19/2001,-0.02,-0.023,-0.025,0,0.942,0
9/20/2001,-0.032,-0.051,-0.018,0,-0.153,0
9/21/2001,-0.011,-0.042,-0.021,0,0.375,1
9/24/2001,0.035,0.024,-0.003,0,-0.487,0
9/25/2001,0.01,0.046,0.011,0.5,-0.003,0
9/26/2001,-0.004,0.007,0.014,0.7,-0.27,-1
9/27/2001,0.009,0.005,0.005,0.7,0.105,0
9/28/2001,0.021,0.03,0.009,0.9,0.056,0
10/1/2001,-0.002,0.02,0.009,1,-0.057,0
10/2/2001,0.013,0.011,0.011,1,-0.031,0
10/3/2001,0.017,0.03,0.009,1,0.616,0
10/4/2001,0.001,0.018,0.01,1,0.02,0
10/5/2001,-0.002,-0.001,0.005,1,-0.088,0
10/8/2001,-0.007,-0.008,-0.003,1,-0.565,0
10/9/2001,-0.005,-0.012,-0.005,0.9,0.232,1
10/10/2001,0.022,0.017,0.003,0.9,0.251,0
10/11/2001,0.016,0.038,0.011,1,0.151,-1
10/12/2001,-0.005,0.011,0.011,1,0.363,0
10/15/2001,-0.002,-0.006,0.003,0.9,-0.462,0
10/16/2001,0.006,0.004,0,0.9,-0.059,0
10/17/2001,-0.021,-0.015,-0.006,1,0.798,0
10/18/2001,-0.002,-0.023,-0.006,0.5,-0.422,0
10/19/2001,-0.001,-0.003,-0.008,0.5,0.327,1
10/22/2001,0.02,0.019,0.006,0.3,-0.2,-1
10/23/2001,-0.005,0.015,0.005,0.8,0.258,0
10/24/2001,-0.003,-0.008,0.004,0.7,-0.272,1
10/25/2001,0.018,0.015,0.003,0.6,0.71,-1
10/26/2001,-0.002,0.016,0.004,1,-0.322,0
10/29/2001,-0.026,-0.028,-0.003,0.9,0.006,0
10/30/2001,-0.012,-0.038,-0.013,0,0.398,0
10/31/2001,-0.003,-0.015,-0.014,0,0.074,1
11/1/2001,0.026,0.022,0.004,0,0.06,0
11/2/2001,0.007,0.033,0.01,0.6,-0.41,0
11/5/2001,0.013,0.02,0.015,0.7,-0.094,0
11/6/2001,0.016,0.029,0.012,1,0.459,-1
11/7/2001,-0.001,0.014,0.009,1,-0.152,0
11/8/2001,0.003,0.002,0.006,1,0.144,0
11/9/2001,0.001,0.004,0.001,1,-0.296,0
11/12/2001,-0.006,-0.005,-0.001,1,0.64,1
11/13/2001,0.022,0.016,0.006,0.9,-0.413,-1
11/14/2001,0.001,0.023,0.006,1,0.149,0
11/15/2001,0.002,0.003,0.008,1,0.108,0
11/16/2001,-0.004,-0.003,0,1,-0.069,1
11/19/2001,0.012,0.008,0.003,0.9,-0.249,-1
11/20/2001,-0.008,0.004,0,1,0.19,0
11/21/2001,-0.007,-0.015,-0.001,0.7,-0.292,1
11/23/2001,0.014,0.008,0,0.4,-0.414,0
11/26/2001,0.002,0.017,0.003,0.7,1.043,-1
11/27/2001,-0.004,-0.002,0.004,0.7,0.403,0
11/28/2001,-0.018,-0.022,-0.007,0.4,0.048,1
11/29/2001,0.013,-0.005,-0.003,0,-0.19,-1
11/30/2001,-0.007,0.006,-0.004,0.3,-0.164,0
12/3/2001,-0.006,-0.013,0,0.1,0.113,1
12/4/2001,0.017,0.011,0.001,0,0.133,0
12/5/2001,0.018,0.036,0.01,0.4,0.462,-1
12/6/2001,-0.001,0.018,0.011,0.8,-0.287,0
12/7/2001,-0.007,-0.007,0.003,0.7,0.049,0
12/10/2001,-0.019,-0.025,-0.009,0.5,-0.265,0
12/11/2001,-0.002,-0.021,-0.009,0,0.503,0
12/12/2001,0.001,-0.001,-0.007,0,-0.224,0
12/13/2001,-0.019,-0.018,-0.007,0,0.177,1
12/14/2001,0.01,-0.01,-0.003,0,-0.121,0
