Date,Gains,Multi Day Gains,SMA Gains,Stoch RSI,Single Day Volume,Buy
2000-10-05,0.003,0.012,0.001,0.9,-0.257,0
2000-10-06,-0.022,-0.018,-0.004,1,1.193,0
2000-10-09,-0.008,-0.029,-0.009,0.4,-0.550,0
2000-10-10,-0.017,-0.024,-0.016,0.2,0.354,0
2000-10-11,-0.008,-0.025,-0.011,0,0.695,0
2000-10-12,-0.025,-0.033,-0.017,0,0.192,0
2000-10-13,0.033,0.008,0.000,0,-0.045,0
2000-10-16,0.005,0.038,0.004,0.7,-0.520,0
2000-10-17,-0.025,-0.020,0.004,0.8,0.384,0
2000-10-18,-0.004,-0.028,-0.008,0.5,0.391,0
2000-10-19,0.038,0.034,0.003,0.5,-0.195,0
2000-10-20,0.004,0.042,0.013,1,-0.159,0
2000-10-23,0.004,0.009,0.015,1,-0.283,0
2000-10-24,-0.007,-0.002,0.000,1,0.087,0
2000-10-25,-0.024,-0.030,-0.009,0.9,0.589,0
2000-10-26,0.003,-0.021,-0.009,0.7,0.023,0
2000-10-27,0.019,0.022,-0.001,0.7,0.045,0
2000-10-30,0.009,0.028,0.010,1,0.040,0
2000-10-31,0.017,0.026,0.015,1,-0.237,0
2000-11-01,-0.003,0.014,0.008,1,-0.129,0
2000-11-02,0.002,-0.002,0.005,1,0.687,0
2000-11-03,0.001,0.002,0.000,1,-0.545,0
2000-11-06,0.007,0.008,0.003,1,-0.221,0
2000-11-07,-0.000,0.007,0.003,1,0.294,0
2000-11-08,-0.022,-0.022,-0.005,1,0.171,0
2000-11-09,-0.004,-0.026,-0.009,0.5,0.737,0
2000-11-10,-0.024,-0.028,-0.017,0.4,-0.194,0
2000-11-13,-0.008,-0.032,-0.012,0,1.017,0
2000-11-14,0.026,0.018,-0.002,0,-0.556,0
2000-11-15,0.003,0.030,0.007,0.5,0.152,0
2000-11-16,-0.016,-0.013,0.004,0.5,-0.244,0
2000-11-17,-0.005,-0.021,-0.006,0.3,-0.020,0
2000-11-20,-0.014,-0.020,-0.012,0.2,-0.167,0
2000-11-21,0.005,-0.009,-0.005,0,0.408,0
2000-11-22,-0.024,-0.019,-0.011,0.1,-0.253,0
2000-11-24,0.020,-0.004,0.000,0,-0.405,0
2000-11-27,0.009,0.029,0.002,0.3,0.756,0
2000-11-28,-0.017,-0.009,0.004,0.5,-0.109,0
2000-11-29,-0.002,-0.019,-0.003,0.4,0.296,0
2000-11-30,-0.009,-0.011,-0.009,0.4,0.620,0
2000-12-01,-0.000,-0.009,-0.004,0.3,-0.323,0
2000-12-04,0.009,0.008,0.000,0.2,-0.078,0
2000-12-05,0.033,0.042,0.014,0.5,0.270,0
2000-12-06,-0.016,0.016,0.009,1,0.451,0
2000-12-07,-0.014,-0.029,0.001,0.7,-0.493,0
2000-12-08,0.002,-0.011,-0.009,0.5,0.574,0
2000-12-11,0.035,0.037,0.008,0.6,-0.377,0
2000-12-12,-0.004,0.030,0.011,1,-0.216,0
2000-12-13,-0.014,-0.018,0.006,0.9,0.209,0
2000-12-14,-0.013,-0.026,-0.010,0.7,0.265,0
2000-12-15,-0.023,-0.035,-0.017,0.5,0.181,0
2000-12-18,0.013,-0.010,-0.008,0.1,-0.202,0
2000-12-19,-0.020,-0.007,-0.010,0.4,0.329,0
2000-12-20,-0.029,-0.049,-0.012,0.1,0.039,0
2000-12-21,0.007,-0.022,-0.014,0,0.434,0
2000-12-22,0.030,0.037,0.003,0.1,-0.289,0
2000-12-26,0.011,0.041,0.016,0.5,-0.542,0
2000-12-27,0.007,0.018,0.016,0.6,0.040,0
2000-12-28,0.003,0.010,0.007,0.7,0.722,0
2000-12-29,-0.019,-0.016,-0.003,0.8,0.050,0
2001-01-02,-0.018,-0.037,-0.011,0.5,-0.004,0
2001-01-03,0.048,0.029,0.004,0.4,1.224,0
2001-01-04,-0.011,0.037,0.006,1,-0.526,0
2001-01-05,-0.033,-0.043,0.001,0.9,0.401,0
2001-01-08,0.008,-0.025,-0.012,0.5,-0.487,0
2001-01-09,-0.003,0.005,-0.009,0.6,-0.139,0
2001-01-10,0.018,0.015,0.008,0.6,0.534,0
2001-01-11,0.001,0.019,0.005,0.8,-0.172,0
2001-01-12,-0.002,-0.001,0.006,0.8,-0.000,0
2001-01-16,0.006,0.004,0.002,0.7,0.179,0
2001-01-17,0.005,0.011,0.003,0.8,-0.081,0
2001-01-18,0.010,0.015,0.007,0.9,0.033,0
2001-01-19,-0.006,0.004,0.003,1,-0.040,0
2001-01-22,0.007,0.001,0.004,0.9,-0.094,0
2001-01-23,0.008,0.015,0.003,1,0.200,0
2001-01-24,0.003,0.011,0.006,1,-0.267,0
2001-01-25,-0.003,0.000,0.003,1,0.745,0
2001-01-26,-0.001,-0.004,-0.000,0.9,-0.340,0
2001-01-29,0.005,0.004,0.000,0.9,-0.060,0
2001-01-30,0.009,0.014,0.004,1,0.054,0
2001-01-31,-0.006,0.003,0.003,1,0.373,0
2001-02-01,0.007,0.001,0.003,0.8,-0.151,0
2001-02-02,-0.023,-0.016,-0.007,1,0.005,0
2001-02-05,0.007,-0.016,-0.003,0,-0.474,0
2001-02-06,-0.003,0.004,-0.006,0.3,0.633,0
2001-02-07,-0.005,-0.008,-0.000,0.1,-0.191,0
2001-02-08,-0.012,-0.017,-0.007,0,0.034,0
2001-02-09,-0.010,-0.021,-0.009,0,0.668,0
2001-02-12,0.011,0.002,-0.004,0,-0.414,0
2001-02-13,-0.008,0.003,-0.002,0.3,0.135,0
2001-02-14,-0.002,-0.010,0.000,0.1,0.275,0
2001-02-15,0.010,0.008,0.000,0.1,-0.294,0
2001-02-16,-0.022,-0.013,-0.005,0.3,0.085,0
2001-02-20,-0.015,-0.037,-0.009,0,-0.105,0
2001-02-21,-0.022,-0.037,-0.020,0,0.894,0
2001-02-22,0.002,-0.020,-0.012,0,0.951,0
2001-02-23,-0.007,-0.005,-0.009,0,-0.052,0
2001-02-26,0.021,0.014,0.005,0,-0.430,0
2001-02-27,-0.009,0.012,0.002,0.4,-0.008,0
2001-02-28,-0.020,-0.029,-0.003,0.4,0.299,0
2001-03-01,0.005,-0.015,-0.008,0.1,-0.010,0
2001-03-02,-0.008,-0.003,-0.008,0.3,-0.144,0
2001-03-05,0.009,0.001,0.002,0.2,-0.579,0
2001-03-06,0.011,0.020,0.004,0.4,0.307,0
2001-03-07,0.007,0.018,0.009,0.6,-0.079,0
2001-03-08,0.001,0.008,0.006,0.8,-0.050,0
2001-03-09,-0.030,-0.029,-0.007,1,0.655,0
2001-03-12,-0.043,-0.071,-0.024,0.4,0.394,0
2001-03-13,0.016,-0.027,-0.019,0,-0.078,0
2001-03-14,-0.020,-0.004,-0.016,0.4,0.543,0
2001-03-15,0.000,-0.019,-0.001,0.2,-0.478,0
2001-03-16,-0.020,-0.020,-0.013,0.2,4.643,0
2001-03-19,0.020,-0.000,0.000,0,-0.828,0
2001-03-20,-0.027,-0.007,-0.009,0.4,0.498,0
2001-03-21,-0.017,-0.043,-0.008,0.2,0.260,0
2001-03-22,-0.010,-0.027,-0.018,0,0.506,0
2001-03-23,0.030,0.020,0.001,0,-0.551,0
2001-03-26,0.013,0.043,0.011,0.5,-0.227,0
2001-03-27,0.020,0.033,0.021,0.7,0.295,0
2001-03-28,-0.028,-0.008,0.002,1,-0.150,0
2001-03-29,0.004,-0.024,-0.001,0.7,0.101,0
2001-03-30,0.010,0.014,-0.005,0.8,-0.239,0
2001-04-02,-0.021,-0.011,-0.002,0.9,0.150,0
2001-04-03,-0.033,-0.054,-0.015,0.7,0.215,0
2001-04-04,0.004,-0.029,-0.017,0.4,0.160,0
2001-04-05,0.038,0.042,0.003,0.5,0.446,0
2001-04-06,-0.015,0.022,0.009,1,-0.306,0
2001-04-09,0.011,-0.004,0.011,0.8,-0.395,0
2001-04-10,0.018,0.030,0.005,1,0.978,0
2001-04-11,0.001,0.019,0.010,1,-0.288,0
2001-04-12,0.018,0.019,0.012,1,-0.274,0
2001-04-16,-0.011,0.007,0.003,1,-0.204,0
2001-04-17,0.014,0.003,0.007,0.9,0.486,0
2001-04-18,0.040,0.054,0.014,1,1.973,0
2001-04-19,0.013,0.054,0.022,1,-0.575,0
2001-04-20,-0.009,0.004,0.015,1,-0.448,0
2001-04-23,-0.018,-0.027,-0.005,0.9,0.108,0
2001-04-24,-0.005,-0.023,-0.011,0.7,0.188,0
2001-04-25,0.013,0.008,-0.003,0.7,-0.179,0
2001-04-26,0.004,0.018,0.004,0.7,0.284,0
2001-04-27,0.017,0.021,0.011,0.8,-0.250,0
2001-04-30,0.007,0.024,0.009,0.9,0.356,0
2001-05-01,0.003,0.010,0.009,1,-0.018,0
2001-05-02,-0.002,0.001,0.003,1,-0.095,0
2001-05-03,-0.013,-0.014,-0.004,1,0.037,0
2001-05-04,0.017,0.004,0.001,0.6,0.224,0
2001-05-07,-0.009,0.008,-0.002,0.9,-0.408,0
2001-05-08,-0.000,-0.009,0.003,0.5,-0.032,0
2001-05-09,-0.004,-0.005,-0.004,0.5,0.367,0
2001-05-10,0.003,-0.001,-0.000,0.3,-0.277,0
2001-05-11,-0.007,-0.004,-0.003,0.4,0.125,0
2001-05-14,0.002,-0.005,-0.001,0.1,0.023,0
2001-05-15,0.005,0.007,0.000,0.1,0.236,0
2001-05-16,0.024,0.028,0.010,0.3,0.524,0
2001-05-17,0.002,0.025,0.010,1,-0.207,0
2001-05-18,0.005,0.006,0.010,1,-0.435,0
2001-05-21,0.015,0.019,0.007,1,0.725,0
2001-05-22,-0.001,0.013,0.006,1,-0.277,0
2001-05-23,-0.017,-0.018,-0.001,1,0.478,0
2001-05-24,0.003,-0.014,-0.005,0.3,-0.359,0
2001-05-25,-0.012,-0.009,-0.009,0.4,-0.060,0
2001-05-29,-0.008,-0.020,-0.006,0,0.213,0
2001-05-30,-0.014,-0.022,-0.011,0,0.115,0
2001-05-31,0.005,-0.009,-0.006,0,-0.017,0
2001-06-01,0.006,0.011,-0.001,0.1,-0.104,0
2001-06-04,0.005,0.011,0.005,0.2,-0.364,0
2001-06-05,0.011,0.016,0.007,0.3,0.621,0
2001-06-06,-0.008,0.003,0.003,0.5,0.324,0
2001-06-07,0.004,-0.005,0.002,0.3,-0.390,0
2001-06-08,-0.009,-0.006,-0.004,0.4,0.111,0
2001-06-11,-0.007,-0.016,-0.004,0.2,-0.142,0
2001-06-12,-0.002,-0.009,-0.006,0.1,0.335,0
2001-06-13,-0.009,-0.010,-0.006,0,-0.185,0
2001-06-14,-0.022,-0.031,-0.011,0,0.652,0
2001-06-15,0.002,-0.021,-0.010,0,0.335,0
2001-06-18,-0.005,-0.003,-0.008,0,-0.324,0
2001-06-19,0.004,-0.000,0.000,0,-0.320,0
2001-06-20,0.005,0.010,0.001,0.1,0.136,0
2001-06-21,0.011,0.017,0.007,0.2,0.395,0
2001-06-22,-0.008,0.003,0.003,0.5,-0.004,0
2001-06-25,-0.009,-0.017,-0.002,0.4,-0.312,0
2001-06-26,-0.001,-0.011,-0.006,0.2,-0.048,0
2001-06-27,-0.001,-0.002,-0.004,0.2,0.262,0
2001-06-28,0.006,0.005,0.001,0.3,0.016,0
2001-06-29,0.004,0.009,0.003,0.6,-0.043,0
2001-07-02,0.012,0.016,0.007,0.8,-0.133,0
2001-07-03,-0.000,0.012,0.005,1,-0.612,0
2001-07-05,-0.020,-0.020,-0.003,1,0.671,0
2001-07-06,-0.022,-0.041,-0.014,0.4,1.114,0
2001-07-09,0.005,-0.016,-0.012,0,-0.285,0
2001-07-10,-0.012,-0.007,-0.010,0.2,0.035,0
2001-07-11,0.001,-0.011,-0.002,0,0.776,0
2001-07-12,0.024,0.025,0.004,0,-0.217,0
2001-07-13,0.009,0.033,0.011,0.7,-0.131,0
2001-07-16,-0.013,-0.004,0.007,0.9,-0.337,0
2001-07-17,0.009,-0.003,0.002,0.7,0.080,0
2001-07-18,-0.007,0.002,-0.004,0.9,0.032,0
2001-07-19,0.009,0.002,0.004,0.7,0.308,0
2001-07-20,-0.006,0.003,-0.001,0.9,-0.335,0
2001-07-23,-0.020,-0.026,-0.006,0.8,0.203,0
2001-07-24,-0.010,-0.029,-0.012,0.4,0.521,0
2001-07-25,0.011,0.001,-0.006,0.3,-0.015,0
2001-07-26,0.010,0.022,0.004,0.6,0.067,0
2001-07-27,0.004,0.014,0.008,0.8,-0.343,0
2001-07-30,0.000,0.004,0.005,0.9,0.008,0
2001-07-31,0.004,0.004,0.003,0.9,0.394,0
2001-08-01,0.006,0.010,0.003,1,0.002,0
2001-08-02,0.004,0.010,0.005,1,-0.073,0
2001-08-03,-0.005,-0.001,0.002,1,-0.023,0
2001-08-06,-0.013,-0.019,-0.005,0.8,-0.210,0
2001-08-07,0.004,-0.010,-0.005,0.5,0.037,0
2001-08-08,-0.019,-0.015,-0.009,0.6,0.713,0
2001-08-09,0.003,-0.016,-0.004,0.2,-0.070,0
2001-08-10,0.003,0.006,-0.004,0.3,-0.209,0
2001-08-13,0.000,0.004,0.002,0.4,-0.335,0
2001-08-14,-0.000,-0.000,0.001,0.2,0.773,0
2001-08-15,-0.009,-0.009,-0.003,0.2,-0.353,0
2001-08-16,0.003,-0.005,-0.002,0,0.260,0
2001-08-17,-0.016,-0.013,-0.007,0.2,0.081,0
2001-08-20,0.009,-0.007,-0.001,0,-0.102,0
2001-08-21,-0.017,-0.008,-0.008,0.3,0.390,0
2001-08-22,0.010,-0.007,0.001,0,-0.188,0
2001-08-23,-0.004,0.007,-0.004,0.3,-0.256,0
2001-08-24,0.021,0.017,0.009,0.3,0.337,0
2001-08-27,-0.006,0.015,0.004,1,-0.365,0
2001-08-28,-0.015,-0.021,0.000,0.8,0.622,0
2001-08-29,-0.009,-0.023,-0.010,0.5,0.343,0
2001-08-30,-0.019,-0.028,-0.014,0.3,0.093,0
2001-08-31,0.007,-0.012,-0.007,0,-0.096,0
2001-09-04,-0.006,0.001,-0.006,0.2,0.531,0
2001-09-05,0.002,-0.004,0.001,0.1,-0.122,0
2001-09-06,-0.026,-0.023,-0.010,0.2,0.008,0
2001-09-07,-0.019,-0.044,-0.014,0,0.530,0
2001-09-10,0.012,-0.007,-0.011,0,-0.294,0
2001-09-17,-0.052,-0.041,-0.020,0.2,0.384,0
2001-09-18,-0.002,-0.055,-0.014,0,-0.320,0
2001-09-19,-0.020,-0.023,-0.025,0,0.942,0
2001-09-20,-0.032,-0.051,-0.018,0,-0.153,0
2001-09-21,-0.011,-0.042,-0.021,0,0.375,0
2001-09-24,0.035,0.024,-0.003,0,-0.487,0
2001-09-25,0.010,0.046,0.011,0.5,-0.003,0
2001-09-26,-0.004,0.007,0.014,0.7,-0.270,0
2001-09-27,0.009,0.005,0.005,0.7,0.105,0
2001-09-28,0.021,0.030,0.009,0.9,0.056,0
2001-10-01,-0.002,0.020,0.009,1,-0.057,0
2001-10-02,0.013,0.011,0.011,1,-0.031,0
2001-10-03,0.017,0.030,0.009,1,0.616,0
2001-10-04,0.001,0.018,0.010,1,0.020,0
2001-10-05,-0.002,-0.001,0.005,1,-0.088,0
2001-10-08,-0.007,-0.008,-0.003,1,-0.565,0
2001-10-09,-0.005,-0.012,-0.005,0.9,0.232,0
2001-10-10,0.022,0.017,0.003,0.9,0.251,0
2001-10-11,0.016,0.038,0.011,1,0.151,0
2001-10-12,-0.005,0.011,0.011,1,0.363,0
2001-10-15,-0.002,-0.006,0.003,0.9,-0.462,0
2001-10-16,0.006,0.004,-0.000,0.9,-0.059,0
2001-10-17,-0.021,-0.015,-0.006,1,0.798,0
2001-10-18,-0.002,-0.023,-0.006,0.5,-0.422,0
2001-10-19,-0.001,-0.003,-0.008,0.5,0.327,0
2001-10-22,0.020,0.019,0.006,0.3,-0.200,0
2001-10-23,-0.005,0.015,0.005,0.8,0.258,0
2001-10-24,-0.003,-0.008,0.004,0.7,-0.272,0
2001-10-25,0.018,0.015,0.003,0.6,0.710,0
2001-10-26,-0.002,0.016,0.004,1,-0.322,0
2001-10-29,-0.026,-0.028,-0.003,0.9,0.006,0
2001-10-30,-0.012,-0.038,-0.013,0,0.398,0
2001-10-31,-0.003,-0.015,-0.014,0,0.074,0
2001-11-01,0.026,0.022,0.004,0,0.060,0
2001-11-02,0.007,0.033,0.010,0.6,-0.410,0
2001-11-05,0.013,0.020,0.015,0.7,-0.094,0
